"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"77","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","viel Bleistift für wenig Geld","Andrea Wiedel","Ich habe jahrelang mit den Faber Castell Druckbleistiften geschrieben. Aber relativ schnell funktioniert da die Technik nicht mehr. Außerdem war ich es leid, immer nach Bleistiften zu suchen. Jetzt habe ich genügend auf Vorrat, kann auch mal einen verlieren. Habe Spitzer und Radiergummi gleich mitbestellt.ein sehr schönes Schreibgefühl, liegen gut in der Hand und man kann gut damit schreiben.","Reviewed in Germany on 9 August 2018","5.0 out of 5 stars","Verified Purchase"
"78","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Calidad/precio bueno. Standler no defrauda.","Azahara C. R.","Buena calidad, buen precio por lote. Viene en un plástico, quizá la presentación no está muy trabajada pero buena relación calidad/precio","Reviewed in Spain on 2 January 2020","5.0 out of 5 stars","Verified Purchase"
"79","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","So many pencils","Sammyjeev","Lots and lots of pencils. Very sturdy and will last pretty much forever.","Reviewed in the United Kingdom on 10 November 2023","5.0 out of 5 stars","Verified Purchase"
"80","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Cancelleria","Paola","Ottima matita","Reviewed in Italy on 19 July 2022","5.0 out of 5 stars","Verified Purchase"
"81","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Ottime","cristina","Perfette... arrivate integre. Aggiungo foto, spero possa essere utile.","Reviewed in Italy on 27 May 2021","4.6 out of 5 stars","Verified Purchase"
"82","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","C’est magnifique","cristina","C’est magnifique","Reviewed in France on 15 September 2018","5.0 out of 5 stars","Verified Purchase"
"83","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Nur 49 Bleistifte geliefert!","Ayadi saddek","Es wurden nur 49 Bleistifte geliefert. Bleistifte ansonsten wie gewohnt","Reviewed in Germany on 21 January 2023","5.0 out of 5 stars","Verified Purchase"
"84","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Promot","Susanne","No issues fast and reliable","Reviewed in the United Kingdom on 24 October 2023","5.0 out of 5 stars","Verified Purchase"
"85","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","No son HB 2","Received quickly and well pleased thankyou","No es el producto que se promociona,son HB,no HB 2 y hay una pequeña diferencia, son más blandos,para lo que yo quiero no sirven.","Reviewed in Spain on 3 November 2023","3.0 out of 5 stars","Verified Purchase"
"86","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Quelle lot...","Bastren Carpintería Ebanistería SL","Lot de 40 crayon très pratique quand on a trois enfants a l'école qui doivent ecrire au crayon. En revanche pas sur de la qualité du bois de tous le lot a voir avec le temps et surtout l'usage.","Reviewed in France on 10 September 2017","5.0 out of 5 stars","Verified Purchase"
"87","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Così cosi","maman06","Articolo rispecchia la descrizione spedito male con un sacchetto di plastica e la classica scatola di Amazon che permetteva alle matite di muoversi all interno e di rompere le mine","Reviewed in Italy on 9 November 2019","1.0 out of 5 stars","Verified Purchase"
"88","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Lapices","Beppe","Los de toda la vida","Reviewed in Spain on 31 January 2019","3.0 out of 5 stars","Verified Purchase"
"89","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Great product poor packaging","David","Can’t go wrong with staedtler pencils however I ordered 50 they arrived in a Jiffy bag, yes description said loose, I didn’t expect them to be in a Jiffy bag that when posted via the letterbox the lead is likely to be broken! This is what’s let this purchase down","Reviewed in the United Kingdom on 12 April 2024","3.0 out of 5 stars","Verified Purchase"
"90","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Sehr gute ganz normale Bleistifte","Jo","Ohne Schnick-Schnack geliefert erhält man hier 50 sehr gute Bleistifte, von denen man bekanntlich ja immer welche verlegt. Die ""Box"" im Titel gab es nicht, sie kamen lose im Polsterumschlag, was aber den Stiften nicht geschadet hat. Die Stifte sind sehr gut, mir ist bisher keiner abgebrochen und beim Nachspitzen gab es auch kein ""Mist, schon wieder ist die Spitze ab"".","Reviewed in Germany on 23 January 2018","3.0 out of 5 stars","Verified Purchase"
"91","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Came intact","Garfield","All pencils came intact although some needed sharpenning","Reviewed in the United Kingdom on 18 October 2023","4.6 out of 5 stars","Verified Purchase"
"92","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Good value","Penny Hazeldine","Ideal for shoebox gift","Reviewed in the United Kingdom on 15 June 2023","3.0 out of 5 stars","Verified Purchase"
"93","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Poor quality","Amazon Customer","Very poor quality and definitely not what I would anticipate from this brand. Impossible to sharpen as lead breaks easily, when a successful sharpen has been accomplished, they blunt far too quickly.","Reviewed in the United Kingdom on 21 March 2024","4.0 out of 5 stars","Verified Purchase"
"94","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Listed as pencils ...pencils arrived","MumaRae","Well what really can you say about a box of pencils that have been put away ready for September.... my eldest nephew is moving up to secondary school... boo hoo ...however back to the pencils well they arrived within a day or two of ordering. They were in a ziplock bag not a standard pencil box (which not massive deal as obviously cuts postage & costs down for company and purchasers. For those complaining look on the bright side they could of been loose)Once again back to the actual pencils.....they were  Staedtler Noris school yellow ,black striped hb pencils! All 50 were accounted for and all sharp!Now as for them doing as should I can only comment on the 2 I tested and the 5 I have already borrowed, they worked well and wrote what I told them to, but I guess they could of made my handwriting a little neater but at this price I can't complain!!!Now I'll have to come back at a later date to update you on how well the pencils sharpened and how often they needed to be sharpened! Will also update any news on the performance of the rest of the set!!","Reviewed in the United Kingdom on 20 June 2017","1.0 out of 5 stars","Verified Purchase"
"95","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","not for tradesmen","Mickey McGinnis","terrible pencils if you are a joiner/carpenter.maybe ok for school children but not for trade use.","Reviewed in the United Kingdom on 28 March 2024","5.0 out of 5 stars","Verified Purchase"
"96","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Mal empaquetado (muy sucio)","Edu","Los lápices bien sucísimos todos. Es imposible usarlos sin mancharse y hay que lavarse las manos. Lo terrible es que son 50 unidades y vamos a tardar en gastarlos.  Los niños no tienen cuidado y me pondrán las paredes perdidas. El problema es la bolsa en la que vienen (negra/gris) que debe estar muy sucia de grafito o similar. Toda la caña del lapiz está sucia y al pasar el dedo con fuerza te lo llevas todo.","Reviewed in Spain on 5 July 2023","1.0 out of 5 stars","Verified Purchase"
"97","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","As expected","Amazon Customer","Exactly what I was expecting","Reviewed in the United Kingdom on 23 April 2023","2.0 out of 5 stars","Verified Purchase"
"98","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Not what they used to be.","M. Fordham","I’ve bought these previously and they were top quality, made from cedar wood, pencils. The latest batch are made from ‘upcycled wood’, a grey composite which just won’t sharpen cleanly even with the official Staedtler pencil sharpener. Disappointing drop in quality.","Reviewed in the United Kingdom on 6 July 2023","5.0 out of 5 stars","Verified Purchase"
"99","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Great Value","Oliver","Great value. Having 50 means I don't have to sharpen any for a while which is convenient.","Reviewed in the United Kingdom on 18 January 2023","2.0 out of 5 stars","Verified Purchase"
"100","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Goods arrived in perfect condition","Christopher Smith","Yes these pencils are a bargain. At under £8 for 50 pencils it shows the mark up on  a leading Supermarket's 5 for £2,same pencils.This product comes in a white padded envelope and all pencils are bright and perfect condition. Having purchased these for a Primary School girl. These pencils should enable the pupil to do better at School.This German manufacturer is top quality and should give the means for studying and working hard at school etc.Full marks should be given to Amazon for stocking this item.So I'm giving these pencils a extra star. 6 stars. Highly recommended.","Reviewed in the United Kingdom on 30 March 2018","5.0 out of 5 stars","Verified Purchase"
"101","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Super günstig","Nesrin Trautmann","Tolle Bleistiefte ,die reichen erstmal","Reviewed in Germany on 4 April 2024","4.7 out of 5 stars","Verified Purchase"
"102","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Calidad","Abel","Calidad y buen precio","Reviewed in Spain on 18 January 2024","5.0 out of 5 stars","Verified Purchase"
"103","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Qualité","Fab","Crayons papier solide. Qualité au rdv. Conforme à la description.","Reviewed in France on 12 May 2023","5.0 out of 5 stars","Verified Purchase"
"104","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Five Stars","lia","I love these pencils. The order came very fast and i am very happy with the product!","Reviewed in the United States on 28 August 2015","5.0 out of 5 stars","Verified Purchase"
"105","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","La qualité","CHABROL-MIEN MARIE-LOUISE","Très bonne qualité. Vous pouvez en acheter.","Reviewed in France on 31 January 2020","5.0 out of 5 stars","Verified Purchase"
"106","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Ótimo","Ótimo produto conforme anuncio","Produto excelente","Reviewed in Brazil on 27 January 2024","5.0 out of 5 stars","Verified Purchase"
"107","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Ok","Despeghel","Ok","Reviewed in Belgium on 17 September 2023","5.0 out of 5 stars","Verified Purchase"
"108","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Qualité","Yasbld","Crayons de vraiment bonne qualité.se taille très bien.pas cher pour ce lot de 10 et cette marque.","Reviewed in Belgium on 5 March 2024","5.0 out of 5 stars","Verified Purchase"
"109","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Feels like wood but it isn't","Manuel","No problems so far. Looks like wood, feels like wood; but it's not wood. Pencils also write pretty good so everything is fine.","Reviewed in the Netherlands on 11 September 2023","5.0 out of 5 stars","Verified Purchase"
"110","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","halt ein Office Produkt was nicht fehlen darf","Jens H.","sie sind sogar leicht biegbar und brechen nicht so schnell die Miene ist mir noch nie abgebrochen kaufe sie immer wieder","Reviewed in Germany on 20 August 2020","5.0 out of 5 stars","Verified Purchase"
"111","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","muy buena calidad","m","No se rompen, tienen un bonito aspecto y, en general, son muy bonitos. Sin duda lo recomendaría para la vuelta a clases.","Reviewed in Spain on 9 October 2023","4.7 out of 5 stars","Verified Purchase"
"112","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","emballage manquant : reçu en vrac dans une enveloppe","ROCHE Clotilde","Envoie rapide mais crayons reçu en vrac dans une enveloppe!!!!!très surprise de ce manque de soin dans l'emballage des crayonsProduit conforme a la description sauf emballage manquant","Reviewed in France on 25 July 2021","5.0 out of 5 stars","Verified Purchase"
"113","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","De beste potloden ter wereld","Ralph Zoontjens","Er is wat mij betreft geen twijfel, na honderden te hebben gebruikt, dat dit de beste potloden ter wereld zijn. Ze zijn enigszins flexibel waardoor ze minder snel breken en goed werken voor gradaties aan te brengen, het grafiet breekt bijna nooit, en ze zijn goed tegen potloodbijters.","Reviewed in the Netherlands on 7 January 2022","3.0 out of 5 stars","Verified Purchase"
"114","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Ótimos","Maria M.","Ótimos","Reviewed in Brazil on 9 January 2024","5.0 out of 5 stars","Verified Purchase"
"115","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Ottime matite di marca a buon prezzo","Mi aspettavo fossero a compressione graduata , le ho trovate solo compresse in modo uniforme .","The media could not be loaded.
                
            
                
            
        
    
    
Queste matite hanno un ottimo tratto e sono sempre marca BIC . Con la Bici non si sbaglia mai . I prodotti sono eccellenti e soddisfano tutti o clienti . Anche i più esigenti . Io ho visto l'affare e le ho prese . In verità ne volevo una ma vedendo il prezzo e la quantità ho preferito comprarle in numero di dieci perché la matita è sempre comoda quando manca la penna o ne hai tante che non scrivono . La matita scrive sempre ! Me l'ha chiesta anche un operaio per fare un segno nel muro .","Reviewed in Italy on 12 March 2024","5.0 out of 5 stars","Verified Purchase"
"116","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Very good","toch","Good amount of pencils come already sharped would recommend","Reviewed in the United Kingdom on 10 April 2024","5.0 out of 5 stars","Verified Purchase"
